category,query_id,query_number,explain_row,id,select_type,table,partitions,type,possible_keys,key,key_len,ref,rows,filtered,Extra,explain_analyze,error
aggregation,Q061,572,2,1,SIMPLE,customer,,eq_ref,PRIMARY,PRIMARY,4,tpch.orders.O_CUSTKEY,1,100.0,,,
aggregation,Q062,573,1,1,SIMPLE,orders,,ALL,,,,,148465,100.0,Using temporary; Using filesort,"-> Sort: orders.O_CUSTKEY, orders.O_ORDERPRIORITY  (actual time=85.5..87.4 rows=46230 loops=1)
    -> Table scan on <temporary>  (actual time=69.2..71.7 rows=46230 loops=1)
        -> Aggregate using temporary table  (actual time=69.2..69.2 rows=46230 loops=1)
            -> Table scan on orders  (cost=15159 rows=148465) (actual time=0.17..29 rows=150000 loops=1)
",
aggregation,Q063,574,1,1,SIMPLE,lineitem,,ALL,,,,,594745,100.0,Using temporary; Using filesort,"-> Sort: lineitem.L_SHIPMODE, lineitem.L_RETURNFLAG  (actual time=304..304 rows=21 loops=1)
    -> Table scan on <temporary>  (actual time=304..304 rows=21 loops=1)
        -> Aggregate using temporary table  (actual time=304..304 rows=21 loops=1)
            -> Table scan on lineitem  (cost=60876 rows=594745) (actual time=0.106..122 rows=600572 loops=1)
",
aggregation,Q064,575,1,1,SIMPLE,partsupp,,ALL,"PRIMARY,idx_partsupp_partkey",,,,82490,100.0,Using temporary; Using filesort,"-> Sort: avg_cost DESC  (actual time=68.3..71.4 rows=80000 loops=1)
    -> Table scan on <temporary>  (actual time=34.1..38.4 rows=80000 loops=1)
        -> Aggregate using temporary table  (actual time=34.1..34.1 rows=80000 loops=1)
            -> Table scan on partsupp  (cost=8578 rows=82490) (actual time=0.566..12 rows=80000 loops=1)
",
aggregation,Q065,576,1,1,SIMPLE,part,,ALL,,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: part.P_BRAND, part.P_CONTAINER  (actual time=7.35..7.39 rows=1000 loops=1)
    -> Table scan on <temporary>  (actual time=7.05..7.1 rows=1000 loops=1)
        -> Aggregate using temporary table  (actual time=7.05..7.05 rows=1000 loops=1)
            -> Table scan on part  (cost=2048 rows=19919) (actual time=0.0337..2.96 rows=20000 loops=1)
",
aggregation,Q066,577,1,1,SIMPLE,part,,ALL,PRIMARY,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: revenue DESC  (actual time=1050..1051 rows=3733 loops=1)
    -> Table scan on <temporary>  (actual time=1048..1048 rows=3733 loops=1)
        -> Aggregate using temporary table  (actual time=1048..1048 rows=3733 loops=1)
            -> Nested loop inner join  (cost=210481 rows=595522) (actual time=0.11..788 rows=600572 loops=1)
                -> Table scan on part  (cost=2048 rows=19919) (actual time=0.0449..3.88 rows=20000 loops=1)
                -> Index lookup on lineitem using idx_lineitem_partkey (L_PARTKEY = part.P_PARTKEY)  (cost=7.47 rows=29.9) (actual time=0.0343..0.0381 rows=30 loops=20000)
",
aggregation,Q066,577,2,1,SIMPLE,lineitem,,ref,idx_lineitem_partkey,idx_lineitem_partkey,4,tpch.part.P_PARTKEY,29,100.0,,,
aggregation,Q067,578,1,1,SIMPLE,orders,,ALL,idx_orders_custkey,,,,148465,100.0,Using temporary; Using filesort,"-> Sort: customer.C_MKTSEGMENT, order_year  (actual time=165..165 rows=35 loops=1)
    -> Table scan on <temporary>  (actual time=165..165 rows=35 loops=1)
        -> Aggregate using temporary table  (actual time=165..165 rows=35 loops=1)
            -> Nested loop inner join  (cost=67122 rows=148465) (actual time=0.484..137 rows=150000 loops=1)
                -> Table scan on orders  (cost=15159 rows=148465) (actual time=0.48..19.5 rows=150000 loops=1)
                -> Single-row index lookup on customer using PRIMARY (C_CUSTKEY = orders.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=678e-6..696e-6 rows=1 loops=150000)
",
aggregation,Q067,578,2,1,SIMPLE,customer,,eq_ref,PRIMARY,PRIMARY,4,tpch.orders.O_CUSTKEY,1,100.0,,,
aggregation,Q068,579,1,1,SIMPLE,lineitem,,ALL,,,,,594745,100.0,Using temporary; Using filesort,"-> Sort: lineitem.L_SHIPMODE, lineitem.L_LINESTATUS  (actual time=256..256 rows=14 loops=1)
    -> Table scan on <temporary>  (actual time=256..256 rows=14 loops=1)
        -> Aggregate using temporary table  (actual time=256..256 rows=14 loops=1)
            -> Table scan on lineitem  (cost=60876 rows=594745) (actual time=0.0955..110 rows=600572 loops=1)
",
aggregation,Q069,580,1,1,SIMPLE,nation,,ALL,PRIMARY,,,,25,100.0,Using temporary; Using filesort,"-> Sort: total_revenue DESC  (actual time=207..207 rows=125 loops=1)
    -> Table scan on <temporary>  (actual time=207..207 rows=125 loops=1)
        -> Aggregate using temporary table  (actual time=207..207 rows=125 loops=1)
            -> Nested loop inner join  (cost=82359 rows=220411) (actual time=0.0673..170 rows=150000 loops=1)
                -> Nested loop inner join  (cost=5215 rows=14892) (actual time=0.059..12 rows=15000 loops=1)
                    -> Table scan on nation  (cost=2.75 rows=25) (actual time=0.0113..0.0219 rows=25 loops=1)
                    -> Index lookup on customer using idx_customer_nationkey (C_NATIONKEY = nation.N_NATIONKEY)  (cost=151 rows=596) (actual time=0.0438..0.459 rows=600 loops=25)
                -> Index lookup on orders using idx_orders_custkey (O_CUSTKEY = customer.C_CUSTKEY)  (cost=3.7 rows=14.8) (actual time=0.00821..0.0101 rows=10 loops=15000)
",
aggregation,Q069,580,2,1,SIMPLE,customer,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.nation.N_NATIONKEY,595,100.0,,,
aggregation,Q069,580,3,1,SIMPLE,orders,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.customer.C_CUSTKEY,14,100.0,,,
aggregation,Q070,581,1,1,SIMPLE,lineitem,,ALL,,,,,594745,100.0,Using temporary; Using filesort,"-> Sort: lineitem.L_SUPPKEY, lineitem.L_SHIPMODE  (actual time=284..284 rows=7000 loops=1)
    -> Table scan on <temporary>  (actual time=280..281 rows=7000 loops=1)
        -> Aggregate using temporary table  (actual time=280..280 rows=7000 loops=1)
            -> Table scan on lineitem  (cost=60876 rows=594745) (actual time=0.102..117 rows=600572 loops=1)
",
aggregation,Q071,582,1,1,SIMPLE,orders,,ALL,,,,,148465,100.0,Using temporary; Using filesort,"-> Sort: order_year, orders.O_ORDERPRIORITY  (actual time=48.9..48.9 rows=35 loops=1)
    -> Table scan on <temporary>  (actual time=48.9..48.9 rows=35 loops=1)
        -> Aggregate using temporary table  (actual time=48.9..48.9 rows=35 loops=1)
            -> Table scan on orders  (cost=15159 rows=148465) (actual time=0.149..21.2 rows=150000 loops=1)
",
aggregation,Q072,583,1,1,SIMPLE,customer,,ALL,,,,,14892,100.0,Using temporary; Using filesort,"-> Sort: customer.C_NATIONKEY, customer.C_MKTSEGMENT  (actual time=6.04..6.04 rows=125 loops=1)
    -> Table scan on <temporary>  (actual time=6.01..6.02 rows=125 loops=1)
        -> Aggregate using temporary table  (actual time=6.01..6.01 rows=125 loops=1)
            -> Table scan on customer  (cost=1545 rows=14892) (actual time=0.0367..2.27 rows=15000 loops=1)
",
aggregation,Q073,584,1,1,SIMPLE,region,,ALL,PRIMARY,,,,5,100.0,Using temporary; Using filesort,"-> Sort: region.R_NAME, order_year  (actual time=185..185 rows=35 loops=1)
    -> Table scan on <temporary>  (actual time=185..185 rows=35 loops=1)
        -> Aggregate using temporary table  (actual time=185..185 rows=35 loops=1)
            -> Nested loop inner join  (cost=39349 rows=110205) (actual time=0.0318..151 rows=150000 loops=1)
                -> Nested loop inner join  (cost=777 rows=7446) (actual time=0.0251..2.23 rows=15000 loops=1)
                    -> Inner hash join (nation.N_REGIONKEY = region.R_REGIONKEY)  (cost=13.5 rows=12.5) (actual time=0.0163..0.0362 rows=25 loops=1)
                        -> Table scan on nation  (cost=0.1 rows=25) (actual time=0.00254..0.00871 rows=25 loops=1)
                        -> Hash
                            -> Table scan on region  (cost=0.75 rows=5) (actual time=0.00862..0.00996 rows=5 loops=1)
                    -> Covering index lookup on customer using idx_customer_nationkey (C_NATIONKEY = nation.N_NATIONKEY)  (cost=6.25 rows=596) (actual time=0.0047..0.067 rows=600 loops=25)
                -> Index lookup on orders using idx_orders_custkey (O_CUSTKEY = customer.C_CUSTKEY)  (cost=3.7 rows=14.8) (actual time=0.00771..0.00953 rows=10 loops=15000)
",
aggregation,Q073,584,2,1,SIMPLE,nation,,ALL,PRIMARY,,,,25,10.0,Using where; Using join buffer (hash join),,
aggregation,Q073,584,3,1,SIMPLE,customer,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.nation.N_NATIONKEY,595,100.0,Using index,,
aggregation,Q073,584,4,1,SIMPLE,orders,,ref,idx_orders_custkey,idx_orders_custkey,4,tpch.customer.C_CUSTKEY,14,100.0,,,
aggregation,Q074,585,1,1,SIMPLE,part,,ALL,,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: part.P_MFGR, part.P_BRAND  (actual time=6.41..6.41 rows=25 loops=1)
    -> Table scan on <temporary>  (actual time=6.4..6.41 rows=25 loops=1)
        -> Aggregate using temporary table  (actual time=6.4..6.4 rows=25 loops=1)
            -> Table scan on part  (cost=2048 rows=19919) (actual time=0.0378..2.79 rows=20000 loops=1)
",
aggregation,Q075,586,1,1,SIMPLE,orders,,ALL,PRIMARY,,,,148465,100.0,Using temporary; Using filesort,"-> Sort: order_year, lineitem.L_SHIPMODE  (actual time=423..423 rows=49 loops=1)
    -> Table scan on <temporary>  (actual time=423..423 rows=49 loops=1)
        -> Aggregate using temporary table  (actual time=423..423 rows=49 loops=1)
            -> Nested loop inner join  (cost=113490 rows=608622) (actual time=0.527..273 rows=600572 loops=1)
                -> Table scan on orders  (cost=15159 rows=148465) (actual time=0.52..19.8 rows=150000 loops=1)
                -> Index lookup on lineitem using PRIMARY (L_ORDERKEY = orders.O_ORDERKEY)  (cost=0.252 rows=4.1) (actual time=0.00112..0.00149 rows=4 loops=150000)
",
aggregation,Q075,586,2,1,SIMPLE,lineitem,,ref,PRIMARY,PRIMARY,4,tpch.orders.O_ORDERKEY,4,100.0,,,
aggregation,Q076,587,1,1,SIMPLE,part,,ALL,PRIMARY,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: total_supply_cost DESC  (actual time=181..182 rows=3750 loops=1)
    -> Table scan on <temporary>  (actual time=179..179 rows=3750 loops=1)
        -> Aggregate using temporary table  (actual time=179..179 rows=3750 loops=1)
            -> Nested loop inner join  (cost=70222 rows=78966) (actual time=0.0446..137 rows=80000 loops=1)
                -> Nested loop inner join  (cost=42584 rows=78966) (actual time=0.0433..95 rows=80000 loops=1)
                    -> Nested loop inner join  (cost=14946 rows=78966) (actual time=0.0417..38.4 rows=80000 loops=1)
                        -> Table scan on part  (cost=2048 rows=19919) (actual time=0.0351..3.06 rows=20000 loops=1)
                        -> Index lookup on partsupp using PRIMARY (PS_PARTKEY = part.P_PARTKEY)  (cost=0.251 rows=3.96) (actual time=0.00116..0.00158 rows=4 loops=20000)
                    -> Single-row index lookup on supplier using PRIMARY (S_SUPPKEY = partsupp.PS_SUPPKEY)  (cost=0.25 rows=1) (actual time=602e-6..620e-6 rows=1 loops=80000)
                -> Single-row index lookup on nation using PRIMARY (N_NATIONKEY = supplier.S_NATIONKEY)  (cost=0.25 rows=1) (actual time=411e-6..432e-6 rows=1 loops=80000)
",
aggregation,Q076,587,2,1,SIMPLE,partsupp,,ref,"PRIMARY,idx_partsupp_partkey",PRIMARY,4,tpch.part.P_PARTKEY,3,100.0,,,
aggregation,Q076,587,3,1,SIMPLE,supplier,,eq_ref,PRIMARY,PRIMARY,4,tpch.partsupp.PS_SUPPKEY,1,100.0,,,
aggregation,Q076,587,4,1,SIMPLE,nation,,eq_ref,PRIMARY,PRIMARY,4,tpch.supplier.S_NATIONKEY,1,100.0,,,
aggregation,Q077,588,1,1,SIMPLE,orders,,index,"PRIMARY,idx_orders_custkey",idx_orders_custkey,4,,148465,100.0,Using index; Using temporary; Using filesort,"-> Sort: customer.C_MKTSEGMENT, lineitem.L_RETURNFLAG  (actual time=581..581 rows=15 loops=1)
    -> Table scan on <temporary>  (actual time=581..581 rows=15 loops=1)
        -> Aggregate using temporary table  (actual time=581..581 rows=15 loops=1)
            -> Nested loop inner join  (cost=165564 rows=608622) (actual time=0.709..399 rows=600572 loops=1)
                -> Nested loop inner join  (cost=67233 rows=148465) (actual time=0.703..43.4 rows=150000 loops=1)
                    -> Covering index scan on orders using idx_orders_custkey  (cost=15270 rows=148465) (actual time=0.698..14.2 rows=150000 loops=1)
                    -> Single-row index lookup on customer using PRIMARY (C_CUSTKEY = orders.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=89.1e-6..107e-6 rows=1 loops=150000)
                -> Index lookup on lineitem using PRIMARY (L_ORDERKEY = orders.O_ORDERKEY)  (cost=0.252 rows=4.1) (actual time=0.0018..0.00218 rows=4 loops=150000)
",
aggregation,Q077,588,2,1,SIMPLE,customer,,eq_ref,PRIMARY,PRIMARY,4,tpch.orders.O_CUSTKEY,1,100.0,,,
aggregation,Q077,588,3,1,SIMPLE,lineitem,,ref,PRIMARY,PRIMARY,4,tpch.orders.O_ORDERKEY,4,100.0,,,
aggregation,Q078,589,1,1,SIMPLE,part,,ALL,PRIMARY,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: part.P_BRAND, lineitem.L_SHIPMODE  (actual time=923..923 rows=175 loops=1)
    -> Table scan on <temporary>  (actual time=923..923 rows=175 loops=1)
        -> Aggregate using temporary table  (actual time=923..923 rows=175 loops=1)
            -> Nested loop inner join  (cost=210481 rows=595522) (actual time=0.069..776 rows=600572 loops=1)
                -> Table scan on part  (cost=2048 rows=19919) (actual time=0.0363..3.06 rows=20000 loops=1)
                -> Index lookup on lineitem using idx_lineitem_partkey (L_PARTKEY = part.P_PARTKEY)  (cost=7.47 rows=29.9) (actual time=0.026..0.0376 rows=30 loops=20000)
",
aggregation,Q078,589,2,1,SIMPLE,lineitem,,ref,idx_lineitem_partkey,idx_lineitem_partkey,4,tpch.part.P_PARTKEY,29,100.0,,,
aggregation,Q079,590,1,1,SIMPLE,orders,,ALL,,,,,148465,100.0,Using temporary; Using filesort,"-> Sort: orders.O_CLERK, order_year  (actual time=57.1..57.4 rows=7000 loops=1)
    -> Table scan on <temporary>  (actual time=54.1..54.5 rows=7000 loops=1)
        -> Aggregate using temporary table  (actual time=54.1..54.1 rows=7000 loops=1)
            -> Table scan on orders  (cost=15159 rows=148465) (actual time=0.0953..23.1 rows=150000 loops=1)
",
aggregation,Q080,591,1,1,SIMPLE,lineitem,,ALL,,,,,594745,100.0,Using temporary; Using filesort,"-> Sort: lineitem.L_PARTKEY, lineitem.L_RETURNFLAG  (actual time=311..313 rows=59975 loops=1)
    -> Table scan on <temporary>  (actual time=291..294 rows=59975 loops=1)
        -> Aggregate using temporary table  (actual time=291..291 rows=59975 loops=1)
            -> Table scan on lineitem  (cost=60876 rows=594745) (actual time=0.361..115 rows=600572 loops=1)
",
aggregation,Q081,592,1,1,SIMPLE,part,,ALL,PRIMARY,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: region.R_NAME, part.P_BRAND  (actual time=190..190 rows=125 loops=1)
    -> Table scan on <temporary>  (actual time=190..190 rows=125 loops=1)
        -> Aggregate using temporary table  (actual time=190..190 rows=125 loops=1)
            -> Nested loop inner join  (cost=97860 rows=78966) (actual time=0.0431..168 rows=80000 loops=1)
                -> Nested loop inner join  (cost=70222 rows=78966) (actual time=0.0422..133 rows=80000 loops=1)
                    -> Nested loop inner join  (cost=42584 rows=78966) (actual time=0.0414..92.3 rows=80000 loops=1)
                        -> Nested loop inner join  (cost=14946 rows=78966) (actual time=0.0403..36.1 rows=80000 loops=1)
                            -> Table scan on part  (cost=2048 rows=19919) (actual time=0.0352..2.73 rows=20000 loops=1)
                            -> Index lookup on partsupp using PRIMARY (PS_PARTKEY = part.P_PARTKEY)  (cost=0.251 rows=3.96) (actual time=0.00113..0.00148 rows=4 loops=20000)
                        -> Single-row index lookup on supplier using PRIMARY (S_SUPPKEY = partsupp.PS_SUPPKEY)  (cost=0.25 rows=1) (actual time=597e-6..615e-6 rows=1 loops=80000)
                    -> Single-row index lookup on nation using PRIMARY (N_NATIONKEY = supplier.S_NATIONKEY)  (cost=0.25 rows=1) (actual time=405e-6..423e-6 rows=1 loops=80000)
                -> Single-row index lookup on region using PRIMARY (R_REGIONKEY = nation.N_REGIONKEY)  (cost=0.25 rows=1) (actual time=333e-6..351e-6 rows=1 loops=80000)
",
aggregation,Q081,592,2,1,SIMPLE,partsupp,,ref,"PRIMARY,idx_partsupp_partkey",PRIMARY,4,tpch.part.P_PARTKEY,3,100.0,,,
aggregation,Q081,592,3,1,SIMPLE,supplier,,eq_ref,PRIMARY,PRIMARY,4,tpch.partsupp.PS_SUPPKEY,1,100.0,,,
aggregation,Q081,592,4,1,SIMPLE,nation,,eq_ref,PRIMARY,PRIMARY,4,tpch.supplier.S_NATIONKEY,1,100.0,,,
aggregation,Q081,592,5,1,SIMPLE,region,,eq_ref,PRIMARY,PRIMARY,4,tpch.nation.N_REGIONKEY,1,100.0,,,
aggregation,Q082,593,1,1,SIMPLE,lineitem,,ALL,,,,,594745,100.0,Using temporary; Using filesort,"-> Sort: ship_month, lineitem.L_RETURNFLAG  (actual time=350..350 rows=128 loops=1)
    -> Table scan on <temporary>  (actual time=350..350 rows=128 loops=1)
        -> Aggregate using temporary table  (actual time=350..350 rows=128 loops=1)
            -> Table scan on lineitem  (cost=60876 rows=594745) (actual time=0.328..108 rows=600572 loops=1)
",
aggregation,Q083,594,1,1,SIMPLE,part,,ALL,,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: part.P_SIZE, part.P_CONTAINER  (actual time=7.57..7.64 rows=2000 loops=1)
    -> Table scan on <temporary>  (actual time=7.07..7.18 rows=2000 loops=1)
        -> Aggregate using temporary table  (actual time=7.07..7.07 rows=2000 loops=1)
            -> Table scan on part  (cost=2048 rows=19919) (actual time=0.026..2.73 rows=20000 loops=1)
",
aggregation,Q084,595,1,1,SIMPLE,orders,,index,"PRIMARY,idx_orders_custkey",idx_orders_custkey,4,,148465,100.0,Using index; Using temporary; Using filesort,"-> Sort: revenue DESC  (actual time=1391..1391 rows=625 loops=1)
    -> Table scan on <temporary>  (actual time=1390..1390 rows=625 loops=1)
        -> Aggregate using temporary table  (actual time=1390..1390 rows=625 loops=1)
            -> Nested loop inner join  (cost=643662 rows=608622) (actual time=0.723..1169 rows=600572 loops=1)
                -> Nested loop inner join  (cost=430644 rows=608622) (actual time=0.722..858 rows=600572 loops=1)
                    -> Nested loop inner join  (cost=217627 rows=608622) (actual time=0.721..440 rows=600572 loops=1)
                        -> Nested loop inner join  (cost=119296 rows=148465) (actual time=0.718..72.8 rows=150000 loops=1)
                            -> Nested loop inner join  (cost=67333 rows=148465) (actual time=0.717..46.1 rows=150000 loops=1)
                                -> Covering index scan on orders using idx_orders_custkey  (cost=15370 rows=148465) (actual time=0.711..14.4 rows=150000 loops=1)
                                -> Single-row index lookup on customer using PRIMARY (C_CUSTKEY = orders.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=105e-6..124e-6 rows=1 loops=150000)
                            -> Single-row index lookup on n2 using PRIMARY (N_NATIONKEY = customer.C_NATIONKEY)  (cost=0.25 rows=1) (actual time=73e-6..91.3e-6 rows=1 loops=150000)
                        -> Index lookup on lineitem using PRIMARY (L_ORDERKEY = orders.O_ORDERKEY)  (cost=0.252 rows=4.1) (actual time=0.00185..0.00225 rows=4 loops=150000)
                    -> Single-row index lookup on supplier using PRIMARY (S_SUPPKEY = lineitem.L_SUPPKEY)  (cost=0.25 rows=1) (actual time=592e-6..610e-6 rows=1 loops=600572)
                -> Single-row index lookup on n1 using PRIMARY (N_NATIONKEY = supplier.S_NATIONKEY)  (cost=0.25 rows=1) (actual time=412e-6..430e-6 rows=1 loops=600572)
",
aggregation,Q084,595,2,1,SIMPLE,customer,,eq_ref,"PRIMARY,idx_customer_nationkey",PRIMARY,4,tpch.orders.O_CUSTKEY,1,100.0,,,
aggregation,Q084,595,3,1,SIMPLE,n2,,eq_ref,PRIMARY,PRIMARY,4,tpch.customer.C_NATIONKEY,1,100.0,,,
aggregation,Q084,595,4,1,SIMPLE,lineitem,,ref,PRIMARY,PRIMARY,4,tpch.orders.O_ORDERKEY,4,100.0,,,
aggregation,Q084,595,5,1,SIMPLE,supplier,,eq_ref,PRIMARY,PRIMARY,4,tpch.lineitem.L_SUPPKEY,1,100.0,,,
aggregation,Q084,595,6,1,SIMPLE,n1,,eq_ref,PRIMARY,PRIMARY,4,tpch.supplier.S_NATIONKEY,1,100.0,,,
aggregation,Q085,596,1,1,SIMPLE,part,,ALL,,,,,19919,100.0,Using temporary; Using filesort,"-> Sort: part.P_TYPE, part.P_SIZE  (actual time=16.7..17.1 rows=6948 loops=1)
    -> Table scan on <temporary>  (actual time=12.9..13.5 rows=6948 loops=1)
        -> Aggregate using temporary table  (actual time=12.9..12.9 rows=6948 loops=1)
            -> Table scan on part  (cost=2048 rows=19919) (actual time=0.0334..3.73 rows=20000 loops=1)
",
aggregation,Q086,597,1,1,SIMPLE,orders,,ALL,idx_orders_custkey,,,,148465,100.0,Using temporary; Using filesort,"-> Sort: customer.C_MKTSEGMENT, orders.O_ORDERPRIORITY  (actual time=165..165 rows=25 loops=1)
    -> Table scan on <temporary>  (actual time=165..165 rows=25 loops=1)
        -> Aggregate using temporary table  (actual time=165..165 rows=25 loops=1)
            -> Nested loop inner join  (cost=67122 rows=148465) (actual time=0.16..134 rows=150000 loops=1)
                -> Table scan on orders  (cost=15159 rows=148465) (actual time=0.155..21.2 rows=150000 loops=1)
                -> Single-row index lookup on customer using PRIMARY (C_CUSTKEY = orders.O_CUSTKEY)  (cost=0.25 rows=1) (actual time=649e-6..667e-6 rows=1 loops=150000)
",
aggregation,Q086,597,2,1,SIMPLE,customer,,eq_ref,PRIMARY,PRIMARY,4,tpch.orders.O_CUSTKEY,1,100.0,,,
aggregation,Q087,598,1,1,SIMPLE,region,,ALL,PRIMARY,,,,5,100.0,Using temporary; Using filesort,"-> Sort: region.R_NAME, revenue DESC  (actual time=575..575 rows=25 loops=1)
    -> Table scan on <temporary>  (actual time=575..575 rows=25 loops=1)
        -> Aggregate using temporary table  (actual time=575..575 rows=25 loops=1)
            -> Nested loop inner join  (cost=94132 rows=451779) (actual time=0.0735..388 rows=600572 loops=1)
                -> Nested loop inner join  (cost=21141 rows=110205) (actual time=0.0675..47.6 rows=150000 loops=1)
                    -> Nested loop inner join  (cost=2620 rows=7446) (actual time=0.0652..12.5 rows=15000 loops=1)
                        -> Inner hash join (nation.N_REGIONKEY = region.R_REGIONKEY)  (cost=13.5 rows=12.5) (actual time=0.0153..0.0453 rows=25 loops=1)
                            -> Table scan on nation  (cost=0.1 rows=25) (actual time=0.00237..0.0132 rows=25 loops=1)
                            -> Hash
                                -> Table scan on region  (cost=0.75 rows=5) (actual time=0.00846..0.00921 rows=5 loops=1)
                        -> Index lookup on customer using idx_customer_nationkey (C_NATIONKEY = nation.N_NATIONKEY)  (cost=154 rows=596) (actual time=0.0461..0.477 rows=600 loops=25)
                    -> Covering index lookup on orders using idx_orders_custkey (O_CUSTKEY = customer.C_CUSTKEY)  (cost=1.01 rows=14.8) (actual time=0.00125..0.00194 rows=10 loops=15000)
                -> Index lookup on lineitem using PRIMARY (L_ORDERKEY = orders.O_ORDERKEY)  (cost=0.252 rows=4.1) (actual time=0.00171..0.00208 rows=4 loops=150000)
",
aggregation,Q087,598,2,1,SIMPLE,nation,,ALL,PRIMARY,,,,25,10.0,Using where; Using join buffer (hash join),,
aggregation,Q087,598,3,1,SIMPLE,customer,,ref,"PRIMARY,idx_customer_nationkey",idx_customer_nationkey,4,tpch.nation.N_NATIONKEY,595,100.0,,,
aggregation,Q087,598,4,1,SIMPLE,orders,,ref,"PRIMARY,idx_orders_custkey",idx_orders_custkey,4,tpch.customer.C_CUSTKEY,14,100.0,Using index,,
aggregation,Q087,598,5,1,SIMPLE,lineitem,,ref,PRIMARY,PRIMARY,4,tpch.orders.O_ORDERKEY,4,100.0,,,
aggregation,Q088,599,1,1,SIMPLE,region,,ALL,PRIMARY,,,,5,100.0,Using temporary; Using filesort,"-> Sort: region.R_NAME, customer.C_MKTSEGMENT  (actual time=13.3..13.3 rows=25 loops=1)
    -> Table scan on <temporary>  (actual time=13.2..13.3 rows=25 loops=1)
        -> Aggregate using temporary table  (actual time=13.2..13.2 rows=25 loops=1)
            -> Nested loop inner join  (cost=2620 rows=7446) (actual time=0.0418..9.42 rows=15000 loops=1)
                -> Inner hash join (nation.N_REGIONKEY = region.R_REGIONKEY)  (cost=13.5 rows=12.5) (actual time=0.00679..0.012 rows=25 loops=1)
                    -> Table scan on nation  (cost=0.1 rows=25) (actual time=0.00204..0.00392 rows=25 loops=1)
                    -> Hash
                        -> Table scan on region  (cost=0.75 rows=5) (actual time=0.00213..0.00262 rows=5 loops=1)
                -> Index lookup on customer using idx_customer_nationkey (C_NATIONKEY = nation.N_NATIONKEY)  (cost=154 rows=596) (actual time=0.034..0.356 rows=600 loops=25)
",
aggregation,Q088,599,2,1,SIMPLE,nation,,ALL,PRIMARY,,,,25,10.0,Using where; Using join buffer (hash join),,
aggregation,Q088,599,3,1,SIMPLE,customer,,ref,idx_customer_nationkey,idx_customer_nationkey,4,tpch.nation.N_NATIONKEY,595,100.0,,,
aggregation,Q089,600,1,1,SIMPLE,lineitem,,ALL,,,,,594745,100.0,Using temporary; Using filesort,"-> Sort: ship_year, lineitem.L_SHIPMODE  (actual time=284..284 rows=49 loops=1)
    -> Table scan on <temporary>  (actual time=284..284 rows=49 loops=1)
        -> Aggregate using temporary table  (actual time=284..284 rows=49 loops=1)
            -> Table scan on lineitem  (cost=60876 rows=594745) (actual time=0.101..118 rows=600572 loops=1)
",
aggregation,Q090,601,1,1,SIMPLE,lineitem,,ALL,,,,,594745,100.0,Using temporary; Using filesort,"-> Sort: ship_year, lineitem.L_RETURNFLAG  (actual time=205..205 rows=12 loops=1)
    -> Table scan on <temporary>  (actual time=205..205 rows=12 loops=1)
        -> Aggregate using temporary table  (actual time=205..205 rows=12 loops=1)
            -> Table scan on lineitem  (cost=60876 rows=594745) (actual time=0.261..104 rows=600572 loops=1)
",
aggregation,Q091,602,1,1,SIMPLE,orders,,index,idx_orders_custkey,idx_orders_custkey,4,,148465,100.0,Using index; Using temporary; Using filesort,"-> Sort: order_count DESC  (actual time=19.8..19.9 rows=7018 loops=1)
    -> Filter: (`count(0)` > 10)  (actual time=0.71..18.6 rows=7018 loops=1)
        -> Stream results  (cost=49368 rows=10031) (actual time=0.708..18.3 rows=10000 loops=1)
            -> Group aggregate: count(0), count(0)  (cost=49368 rows=10031) (actual time=0.708..17.7 rows=10000 loops=1)
                -> Covering index scan on orders using idx_orders_custkey  (cost=15159 rows=148465) (actual time=0.706..13.9 rows=150000 loops=1)
",
aggregation,Q092,603,1,1,SIMPLE,partsupp,,ALL,"PRIMARY,idx_partsupp_partkey",,,,82490,100.0,Using temporary; Using filesort,"-> Sort: total_qty DESC  (actual time=27.1..27.1 rows=1000 loops=1)
    -> Filter: (`sum(partsupp.PS_AVAILQTY)` > 50000)  (actual time=26.8..26.9 rows=1000 loops=1)
        -> Table scan on <temporary>  (actual time=26.8..26.9 rows=1000 loops=1)
            -> Aggregate using temporary table  (actual time=26.8..26.8 rows=1000 loops=1)
                -> Table scan on partsupp  (cost=8578 rows=82490) (actual time=0.603..9.77 rows=80000 loops=1)
",
